intersection_index,timestamp_utc,congestion_level,speed_kmh,delay_sec,source
15,2026-03-05T17:45:00+00:00,80,20.0,120.0,synthetic
16,2026-03-05T17:45:00+00:00,81,19.5,121.5,synthetic
17,2026-03-05T17:45:00+00:00,76,22.0,114.0,synthetic
18,2026-03-05T17:45:00+00:00,74,23.0,111.0,synthetic
19,2026-03-05T17:45:00+00:00,82,19.0,123.0,synthetic
0,2026-03-05T17:50:00+00:00,61,29.5,91.5,synthetic
1,2026-03-05T17:50:00+00:00,49,35.5,73.5,synthetic
2,2026-03-05T17:50:00+00:00,46,37.0,69.0,synthetic
3,2026-03-05T17:50:00+00:00,58,31.0,87.0,synthetic
4,2026-03-05T17:50:00+00:00,50,35.0,75.0,synthetic
5,2026-03-05T17:50:00+00:00,59,30.5,88.5,synthetic
6,2026-03-05T17:50:00+00:00,60,30.0,90.0,synthetic
7,2026-03-05T17:50:00+00:00,55,32.5,82.5,synthetic
8,2026-03-05T17:50:00+00:00,62,29.0,93.0,synthetic
9,2026-03-05T17:50:00+00:00,75,22.5,112.5,synthetic
10,2026-03-05T17:50:00+00:00,64,28.0,96.0,synthetic
11,2026-03-05T17:50:00+00:00,66,27.0,99.0,synthetic
12,2026-03-05T17:50:00+00:00,76,22.0,114.0,synthetic
13,2026-03-05T17:50:00+00:00,76,22.0,114.0,synthetic
14,2026-03-05T17:50:00+00:00,65,27.5,97.5,synthetic
15,2026-03-05T17:50:00+00:00,71,24.5,106.5,synthetic
16,2026-03-05T17:50:00+00:00,73,23.5,109.5,synthetic
17,2026-03-05T17:50:00+00:00,67,26.5,100.5,synthetic
18,2026-03-05T17:50:00+00:00,70,25.0,105.0,synthetic
19,2026-03-05T17:50:00+00:00,82,19.0,123.0,synthetic
0,2026-03-05T17:55:00+00:00,43,38.5,64.5,synthetic
1,2026-03-05T17:55:00+00:00,60,30.0,90.0,synthetic
2,2026-03-05T17:55:00+00:00,83,18.5,124.5,synthetic
3,2026-03-05T17:55:00+00:00,61,29.5,91.5,synthetic
4,2026-03-05T17:55:00+00:00,51,34.5,76.5,synthetic
5,2026-03-05T17:55:00+00:00,60,30.0,90.0,synthetic
6,2026-03-05T17:55:00+00:00,65,27.5,97.5,synthetic
7,2026-03-05T17:55:00+00:00,57,31.5,85.5,synthetic
8,2026-03-05T17:55:00+00:00,54,33.0,81.0,synthetic
9,2026-03-05T17:55:00+00:00,65,27.5,97.5,synthetic
10,2026-03-05T17:55:00+00:00,67,26.5,100.5,synthetic
11,2026-03-05T17:55:00+00:00,69,25.5,103.5,synthetic
12,2026-03-05T17:55:00+00:00,75,22.5,112.5,synthetic
13,2026-03-05T17:55:00+00:00,65,27.5,97.5,synthetic
14,2026-03-05T17:55:00+00:00,80,20.0,120.0,synthetic
15,2026-03-05T17:55:00+00:00,73,23.5,109.5,synthetic
16,2026-03-05T17:55:00+00:00,82,19.0,123.0,synthetic
17,2026-03-05T17:55:00+00:00,83,18.5,124.5,synthetic
18,2026-03-05T17:55:00+00:00,68,26.0,102.0,synthetic
19,2026-03-05T17:55:00+00:00,70,25.0,105.0,synthetic
0,2026-03-05T18:00:00+00:00,57,31.5,85.5,synthetic
1,2026-03-05T18:00:00+00:00,60,30.0,90.0,synthetic
2,2026-03-05T18:00:00+00:00,63,28.5,94.5,synthetic
3,2026-03-05T18:00:00+00:00,53,33.5,79.5,synthetic
4,2026-03-05T18:00:00+00:00,55,32.5,82.5,synthetic
5,2026-03-05T18:00:00+00:00,51,34.5,76.5,synthetic
6,2026-03-05T18:00:00+00:00,67,26.5,100.5,synthetic
7,2026-03-05T18:00:00+00:00,61,29.5,91.5,synthetic
8,2026-03-05T18:00:00+00:00,61,29.5,91.5,synthetic
9,2026-03-05T18:00:00+00:00,66,27.0,99.0,synthetic
10,2026-03-05T18:00:00+00:00,60,30.0,90.0,synthetic
11,2026-03-05T18:00:00+00:00,66,27.0,99.0,synthetic
12,2026-03-05T18:00:00+00:00,66,27.0,99.0,synthetic
13,2026-03-05T18:00:00+00:00,64,28.0,96.0,synthetic
14,2026-03-05T18:00:00+00:00,75,22.5,112.5,synthetic
15,2026-03-05T18:00:00+00:00,66,27.0,99.0,synthetic
16,2026-03-05T18:00:00+00:00,77,21.5,115.5,synthetic
17,2026-03-05T18:00:00+00:00,73,23.5,109.5,synthetic
18,2026-03-05T18:00:00+00:00,81,19.5,121.5,synthetic
19,2026-03-05T18:00:00+00:00,78,21.0,117.0,synthetic
0,2026-03-05T18:05:00+00:00,48,36.0,72.0,synthetic
1,2026-03-05T18:05:00+00:00,60,30.0,90.0,synthetic
2,2026-03-05T18:05:00+00:00,47,36.5,70.5,synthetic
3,2026-03-05T18:05:00+00:00,56,32.0,84.0,synthetic
4,2026-03-05T18:05:00+00:00,63,28.5,94.5,synthetic
5,2026-03-05T18:05:00+00:00,53,33.5,79.5,synthetic
6,2026-03-05T18:05:00+00:00,58,31.0,87.0,synthetic
7,2026-03-05T18:05:00+00:00,52,34.0,78.0,synthetic
8,2026-03-05T18:05:00+00:00,65,27.5,97.5,synthetic
9,2026-03-05T18:05:00+00:00,62,29.0,93.0,synthetic
10,2026-03-05T18:05:00+00:00,68,26.0,102.0,synthetic
11,2026-03-05T18:05:00+00:00,65,27.5,97.5,synthetic
12,2026-03-05T18:05:00+00:00,73,23.5,109.5,synthetic
13,2026-03-05T18:05:00+00:00,61,29.5,91.5,synthetic
14,2026-03-05T18:05:00+00:00,67,26.5,100.5,synthetic
15,2026-03-05T18:05:00+00:00,70,25.0,105.0,synthetic
16,2026-03-05T18:05:00+00:00,77,21.5,115.5,synthetic
17,2026-03-05T18:05:00+00:00,75,22.5,112.5,synthetic
18,2026-03-05T18:05:00+00:00,64,28.0,96.0,synthetic
19,2026-03-05T18:05:00+00:00,83,18.5,124.5,synthetic
0,2026-03-05T18:10:00+00:00,51,34.5,76.5,synthetic
1,2026-03-05T18:10:00+00:00,60,30.0,90.0,synthetic
2,2026-03-05T18:10:00+00:00,46,37.0,69.0,synthetic
3,2026-03-05T18:10:00+00:00,45,37.5,67.5,synthetic
4,2026-03-05T18:10:00+00:00,49,35.5,73.5,synthetic
5,2026-03-05T18:10:00+00:00,67,26.5,100.5,synthetic
6,2026-03-05T18:10:00+00:00,49,35.5,73.5,synthetic
7,2026-03-05T18:10:00+00:00,58,31.0,87.0,synthetic
8,2026-03-05T18:10:00+00:00,51,34.5,76.5,synthetic
9,2026-03-05T18:10:00+00:00,67,26.5,100.5,synthetic
10,2026-03-05T18:10:00+00:00,66,27.0,99.0,synthetic
11,2026-03-05T18:10:00+00:00,73,23.5,109.5,synthetic
12,2026-03-05T18:10:00+00:00,62,29.0,93.0,synthetic
13,2026-03-05T18:10:00+00:00,58,31.0,87.0,synthetic
14,2026-03-05T18:10:00+00:00,62,29.0,93.0,synthetic
15,2026-03-05T18:10:00+00:00,59,30.5,88.5,synthetic
16,2026-03-05T18:10:00+00:00,68,26.0,102.0,synthetic
17,2026-03-05T18:10:00+00:00,75,22.5,112.5,synthetic
18,2026-03-05T18:10:00+00:00,65,27.5,97.5,synthetic
19,2026-03-05T18:10:00+00:00,70,25.0,105.0,synthetic
0,2026-03-05T18:15:00+00:00,55,32.5,82.5,synthetic
1,2026-03-05T18:15:00+00:00,42,39.0,63.0,synthetic
2,2026-03-05T18:15:00+00:00,42,39.0,63.0,synthetic
3,2026-03-05T18:15:00+00:00,56,32.0,84.0,synthetic
4,2026-03-05T18:15:00+00:00,57,31.5,85.5,synthetic
5,2026-03-05T18:15:00+00:00,56,32.0,84.0,synthetic
6,2026-03-05T18:15:00+00:00,65,27.5,97.5,synthetic
7,2026-03-05T18:15:00+00:00,66,27.0,99.0,synthetic
8,2026-03-05T18:15:00+00:00,100,10.0,150.0,synthetic
9,2026-03-05T18:15:00+00:00,64,28.0,96.0,synthetic
10,2026-03-05T18:15:00+00:00,71,24.5,106.5,synthetic
11,2026-03-05T18:15:00+00:00,57,31.5,85.5,synthetic
12,2026-03-05T18:15:00+00:00,71,24.5,106.5,synthetic
13,2026-03-05T18:15:00+00:00,68,26.0,102.0,synthetic
14,2026-03-05T18:15:00+00:00,73,23.5,109.5,synthetic
15,2026-03-05T18:15:00+00:00,60,30.0,90.0,synthetic
16,2026-03-05T18:15:00+00:00,65,27.5,97.5,synthetic
17,2026-03-05T18:15:00+00:00,63,28.5,94.5,synthetic
18,2026-03-05T18:15:00+00:00,81,19.5,121.5,synthetic
19,2026-03-05T18:15:00+00:00,66,27.0,99.0,synthetic
0,2026-03-05T18:20:00+00:00,57,31.5,85.5,synthetic
1,2026-03-05T18:20:00+00:00,44,38.0,66.0,synthetic
2,2026-03-05T18:20:00+00:00,48,36.0,72.0,synthetic
3,2026-03-05T18:20:00+00:00,49,35.5,73.5,synthetic
4,2026-03-05T18:20:00+00:00,56,32.0,84.0,synthetic
5,2026-03-05T18:20:00+00:00,52,34.0,78.0,synthetic
6,2026-03-05T18:20:00+00:00,58,31.0,87.0,synthetic
7,2026-03-05T18:20:00+00:00,66,27.0,99.0,synthetic
8,2026-03-05T18:20:00+00:00,54,33.0,81.0,synthetic
9,2026-03-05T18:20:00+00:00,66,27.0,99.0,synthetic
10,2026-03-05T18:20:00+00:00,52,34.0,78.0,synthetic
11,2026-03-05T18:20:00+00:00,66,27.0,99.0,synthetic
12,2026-03-05T18:20:00+00:00,68,26.0,102.0,synthetic
13,2026-03-05T18:20:00+00:00,61,29.5,91.5,synthetic
14,2026-03-05T18:20:00+00:00,62,29.0,93.0,synthetic
15,2026-03-05T18:20:00+00:00,58,31.0,87.0,synthetic
16,2026-03-05T18:20:00+00:00,77,21.5,115.5,synthetic
17,2026-03-05T18:20:00+00:00,77,21.5,115.5,synthetic
18,2026-03-05T18:20:00+00:00,77,21.5,115.5,synthetic
19,2026-03-05T18:20:00+00:00,78,21.0,117.0,synthetic
0,2026-03-05T18:25:00+00:00,45,37.5,67.5,synthetic
1,2026-03-05T18:25:00+00:00,54,33.0,81.0,synthetic
2,2026-03-05T18:25:00+00:00,45,37.5,67.5,synthetic
3,2026-03-05T18:25:00+00:00,55,32.5,82.5,synthetic
4,2026-03-05T18:25:00+00:00,54,33.0,81.0,synthetic
5,2026-03-05T18:25:00+00:00,60,30.0,90.0,synthetic
6,2026-03-05T18:25:00+00:00,54,33.0,81.0,synthetic
7,2026-03-05T18:25:00+00:00,53,33.5,79.5,synthetic
8,2026-03-05T18:25:00+00:00,54,33.0,81.0,synthetic
9,2026-03-05T18:25:00+00:00,51,34.5,76.5,synthetic
10,2026-03-05T18:25:00+00:00,66,27.0,99.0,synthetic
11,2026-03-05T18:25:00+00:00,58,31.0,87.0,synthetic
12,2026-03-05T18:25:00+00:00,65,27.5,97.5,synthetic
13,2026-03-05T18:25:00+00:00,61,29.5,91.5,synthetic
14,2026-03-05T18:25:00+00:00,69,25.5,103.5,synthetic
15,2026-03-05T18:25:00+00:00,72,24.0,108.0,synthetic
16,2026-03-05T18:25:00+00:00,71,24.5,106.5,synthetic
17,2026-03-05T18:25:00+00:00,73,23.5,109.5,synthetic
18,2026-03-05T18:25:00+00:00,61,29.5,91.5,synthetic
19,2026-03-05T18:25:00+00:00,77,21.5,115.5,synthetic
0,2026-03-05T18:30:00+00:00,37,41.5,55.5,synthetic
1,2026-03-05T18:30:00+00:00,37,41.5,55.5,synthetic
2,2026-03-05T18:30:00+00:00,48,36.0,72.0,synthetic
3,2026-03-05T18:30:00+00:00,46,37.0,69.0,synthetic
4,2026-03-05T18:30:00+00:00,41,39.5,61.5,synthetic
5,2026-03-05T18:30:00+00:00,52,34.0,78.0,synthetic
6,2026-03-05T18:30:00+00:00,60,30.0,90.0,synthetic
7,2026-03-05T18:30:00+00:00,45,37.5,67.5,synthetic
8,2026-03-05T18:30:00+00:00,51,34.5,76.5,synthetic
9,2026-03-05T18:30:00+00:00,65,27.5,97.5,synthetic
10,2026-03-05T18:30:00+00:00,51,34.5,76.5,synthetic
11,2026-03-05T18:30:00+00:00,54,33.0,81.0,synthetic
12,2026-03-05T18:30:00+00:00,58,31.0,87.0,synthetic
13,2026-03-05T18:30:00+00:00,52,34.0,78.0,synthetic
14,2026-03-05T18:30:00+00:00,67,26.5,100.5,synthetic
15,2026-03-05T18:30:00+00:00,55,32.5,82.5,synthetic
16,2026-03-05T18:30:00+00:00,60,30.0,90.0,synthetic
17,2026-03-05T18:30:00+00:00,70,25.0,105.0,synthetic
18,2026-03-05T18:30:00+00:00,75,22.5,112.5,synthetic
19,2026-03-05T18:30:00+00:00,64,28.0,96.0,synthetic
0,2026-03-05T18:35:00+00:00,55,32.5,82.5,synthetic
1,2026-03-05T18:35:00+00:00,39,40.5,58.5,synthetic
2,2026-03-05T18:35:00+00:00,52,34.0,78.0,synthetic
3,2026-03-05T18:35:00+00:00,41,39.5,61.5,synthetic
4,2026-03-05T18:35:00+00:00,97,11.5,145.5,synthetic
5,2026-03-05T18:35:00+00:00,54,33.0,81.0,synthetic
6,2026-03-05T18:35:00+00:00,55,32.5,82.5,synthetic
7,2026-03-05T18:35:00+00:00,54,33.0,81.0,synthetic
8,2026-03-05T18:35:00+00:00,49,35.5,73.5,synthetic
9,2026-03-05T18:35:00+00:00,55,32.5,82.5,synthetic
10,2026-03-05T18:35:00+00:00,51,34.5,76.5,synthetic
11,2026-03-05T18:35:00+00:00,64,28.0,96.0,synthetic
12,2026-03-05T18:35:00+00:00,64,28.0,96.0,synthetic
13,2026-03-05T18:35:00+00:00,56,32.0,84.0,synthetic
14,2026-03-05T18:35:00+00:00,61,29.5,91.5,synthetic
15,2026-03-05T18:35:00+00:00,53,33.5,79.5,synthetic
16,2026-03-05T18:35:00+00:00,62,29.0,93.0,synthetic
17,2026-03-05T18:35:00+00:00,72,24.0,108.0,synthetic
18,2026-03-05T18:35:00+00:00,71,24.5,106.5,synthetic
19,2026-03-05T18:35:00+00:00,72,24.0,108.0,synthetic
0,2026-03-05T18:40:00+00:00,34,43.0,51.0,synthetic
1,2026-03-05T18:40:00+00:00,44,38.0,66.0,synthetic
2,2026-03-05T18:40:00+00:00,46,37.0,69.0,synthetic
3,2026-03-05T18:40:00+00:00,45,37.5,67.5,synthetic
4,2026-03-05T18:40:00+00:00,49,35.5,73.5,synthetic
5,2026-03-05T18:40:00+00:00,49,35.5,73.5,synthetic
6,2026-03-05T18:40:00+00:00,49,35.5,73.5,synthetic
7,2026-03-05T18:40:00+00:00,56,32.0,84.0,synthetic
8,2026-03-05T18:40:00+00:00,46,37.0,69.0,synthetic
9,2026-03-05T18:40:00+00:00,55,32.5,82.5,synthetic
10,2026-03-05T18:40:00+00:00,57,31.5,85.5,synthetic
11,2026-03-05T18:40:00+00:00,51,34.5,76.5,synthetic
12,2026-03-05T18:40:00+00:00,60,30.0,90.0,synthetic
13,2026-03-05T18:40:00+00:00,56,32.0,84.0,synthetic
14,2026-03-05T18:40:00+00:00,54,33.0,81.0,synthetic
15,2026-03-05T18:40:00+00:00,61,29.5,91.5,synthetic
16,2026-03-05T18:40:00+00:00,61,29.5,91.5,synthetic
17,2026-03-05T18:40:00+00:00,72,24.0,108.0,synthetic
18,2026-03-05T18:40:00+00:00,68,26.0,102.0,synthetic
19,2026-03-05T18:40:00+00:00,69,25.5,103.5,synthetic
0,2026-03-05T18:45:00+00:00,47,36.5,70.5,synthetic
1,2026-03-05T18:45:00+00:00,46,37.0,69.0,synthetic
2,2026-03-05T18:45:00+00:00,51,34.5,76.5,synthetic
3,2026-03-05T18:45:00+00:00,49,35.5,73.5,synthetic
4,2026-03-05T18:45:00+00:00,49,35.5,73.5,synthetic
5,2026-03-05T18:45:00+00:00,58,31.0,87.0,synthetic
6,2026-03-05T18:45:00+00:00,41,39.5,61.5,synthetic
7,2026-03-05T18:45:00+00:00,44,38.0,66.0,synthetic
8,2026-03-05T18:45:00+00:00,58,31.0,87.0,synthetic
9,2026-03-05T18:45:00+00:00,47,36.5,70.5,synthetic
10,2026-03-05T18:45:00+00:00,44,38.0,66.0,synthetic
11,2026-03-05T18:45:00+00:00,46,37.0,69.0,synthetic
12,2026-03-05T18:45:00+00:00,63,28.5,94.5,synthetic
13,2026-03-05T18:45:00+00:00,49,35.5,73.5,synthetic
14,2026-03-05T18:45:00+00:00,62,29.0,93.0,synthetic
15,2026-03-05T18:45:00+00:00,65,27.5,97.5,synthetic
16,2026-03-05T18:45:00+00:00,56,32.0,84.0,synthetic
17,2026-03-05T18:45:00+00:00,70,25.0,105.0,synthetic
18,2026-03-05T18:45:00+00:00,66,27.0,99.0,synthetic
19,2026-03-05T18:45:00+00:00,67,26.5,100.5,synthetic
0,2026-03-05T18:50:00+00:00,40,40.0,60.0,synthetic
1,2026-03-05T18:50:00+00:00,48,36.0,72.0,synthetic
2,2026-03-05T18:50:00+00:00,42,39.0,63.0,synthetic
3,2026-03-05T18:50:00+00:00,43,38.5,64.5,synthetic
4,2026-03-05T18:50:00+00:00,43,38.5,64.5,synthetic
5,2026-03-05T18:50:00+00:00,56,32.0,84.0,synthetic
6,2026-03-05T18:50:00+00:00,46,37.0,69.0,synthetic
7,2026-03-05T18:50:00+00:00,42,39.0,63.0,synthetic
8,2026-03-05T18:50:00+00:00,60,30.0,90.0,synthetic
9,2026-03-05T18:50:00+00:00,52,34.0,78.0,synthetic
10,2026-03-05T18:50:00+00:00,59,30.5,88.5,synthetic
11,2026-03-05T18:50:00+00:00,48,36.0,72.0,synthetic
12,2026-03-05T18:50:00+00:00,52,34.0,78.0,synthetic
13,2026-03-05T18:50:00+00:00,66,27.0,99.0,synthetic
14,2026-03-05T18:50:00+00:00,55,32.5,82.5,synthetic
15,2026-03-05T18:50:00+00:00,61,29.5,91.5,synthetic
16,2026-03-05T18:50:00+00:00,68,26.0,102.0,synthetic
17,2026-03-05T18:50:00+00:00,67,26.5,100.5,synthetic
18,2026-03-05T18:50:00+00:00,69,25.5,103.5,synthetic
19,2026-03-05T18:50:00+00:00,55,32.5,82.5,synthetic
0,2026-03-05T18:55:00+00:00,49,35.5,73.5,synthetic
1,2026-03-05T18:55:00+00:00,38,41.0,57.0,synthetic
2,2026-03-05T18:55:00+00:00,34,43.0,51.0,synthetic
3,2026-03-05T18:55:00+00:00,34,43.0,51.0,synthetic
4,2026-03-05T18:55:00+00:00,46,37.0,69.0,synthetic
5,2026-03-05T18:55:00+00:00,56,32.0,84.0,synthetic
6,2026-03-05T18:55:00+00:00,42,39.0,63.0,synthetic
7,2026-03-05T18:55:00+00:00,55,32.5,82.5,synthetic
8,2026-03-05T18:55:00+00:00,59,30.5,88.5,synthetic
9,2026-03-05T18:55:00+00:00,46,37.0,69.0,synthetic
10,2026-03-05T18:55:00+00:00,56,32.0,84.0,synthetic
11,2026-03-05T18:55:00+00:00,56,32.0,84.0,synthetic
12,2026-03-05T18:55:00+00:00,58,31.0,87.0,synthetic
13,2026-03-05T18:55:00+00:00,62,29.0,93.0,synthetic
14,2026-03-05T18:55:00+00:00,64,28.0,96.0,synthetic
15,2026-03-05T18:55:00+00:00,58,31.0,87.0,synthetic
16,2026-03-05T18:55:00+00:00,53,33.5,79.5,synthetic
17,2026-03-05T18:55:00+00:00,65,27.5,97.5,synthetic
18,2026-03-05T18:55:00+00:00,60,30.0,90.0,synthetic
19,2026-03-05T18:55:00+00:00,52,34.0,78.0,synthetic
0,2026-03-05T19:00:00+00:00,36,42.0,54.0,synthetic
1,2026-03-05T19:00:00+00:00,36,42.0,54.0,synthetic
2,2026-03-05T19:00:00+00:00,32,44.0,48.0,synthetic
3,2026-03-05T19:00:00+00:00,44,38.0,66.0,synthetic
4,2026-03-05T19:00:00+00:00,51,34.5,76.5,synthetic
5,2026-03-05T19:00:00+00:00,42,39.0,63.0,synthetic
6,2026-03-05T19:00:00+00:00,36,42.0,54.0,synthetic
7,2026-03-05T19:00:00+00:00,38,41.0,57.0,synthetic
8,2026-03-05T19:00:00+00:00,54,33.0,81.0,synthetic
9,2026-03-05T19:00:00+00:00,42,39.0,63.0,synthetic
10,2026-03-05T19:00:00+00:00,59,30.5,88.5,synthetic
11,2026-03-05T19:00:00+00:00,51,34.5,76.5,synthetic
12,2026-03-05T19:00:00+00:00,47,36.5,70.5,synthetic
13,2026-03-05T19:00:00+00:00,59,30.5,88.5,synthetic
14,2026-03-05T19:00:00+00:00,48,36.0,72.0,synthetic
15,2026-03-05T19:00:00+00:00,53,33.5,79.5,synthetic
16,2026-03-05T19:00:00+00:00,57,31.5,85.5,synthetic
17,2026-03-05T19:00:00+00:00,57,31.5,85.5,synthetic
18,2026-03-05T19:00:00+00:00,87,16.5,130.5,synthetic
19,2026-03-05T19:00:00+00:00,69,25.5,103.5,synthetic
0,2026-03-05T19:05:00+00:00,35,42.5,52.5,synthetic
1,2026-03-05T19:05:00+00:00,31,44.5,46.5,synthetic
2,2026-03-05T19:05:00+00:00,34,43.0,51.0,synthetic
3,2026-03-05T19:05:00+00:00,34,43.0,51.0,synthetic
4,2026-03-05T19:05:00+00:00,43,38.5,64.5,synthetic
5,2026-03-05T19:05:00+00:00,54,33.0,81.0,synthetic
6,2026-03-05T19:05:00+00:00,49,35.5,73.5,synthetic
7,2026-03-05T19:05:00+00:00,56,32.0,84.0,synthetic
8,2026-03-05T19:05:00+00:00,51,34.5,76.5,synthetic
9,2026-03-05T19:05:00+00:00,51,34.5,76.5,synthetic
10,2026-03-05T19:05:00+00:00,40,40.0,60.0,synthetic
11,2026-03-05T19:05:00+00:00,57,31.5,85.5,synthetic
12,2026-03-05T19:05:00+00:00,42,39.0,63.0,synthetic
13,2026-03-05T19:05:00+00:00,59,30.5,88.5,synthetic
14,2026-03-05T19:05:00+00:00,56,32.0,84.0,synthetic
15,2026-03-05T19:05:00+00:00,50,35.0,75.0,synthetic
16,2026-03-05T19:05:00+00:00,47,36.5,70.5,synthetic
17,2026-03-05T19:05:00+00:00,58,31.0,87.0,synthetic
18,2026-03-05T19:05:00+00:00,52,34.0,78.0,synthetic
19,2026-03-05T19:05:00+00:00,58,31.0,87.0,synthetic
0,2026-03-05T19:10:00+00:00,31,44.5,46.5,synthetic
1,2026-03-05T19:10:00+00:00,40,40.0,60.0,synthetic
2,2026-03-05T19:10:00+00:00,41,39.5,61.5,synthetic
3,2026-03-05T19:10:00+00:00,41,39.5,61.5,synthetic
4,2026-03-05T19:10:00+00:00,36,42.0,54.0,synthetic
5,2026-03-05T19:10:00+00:00,36,42.0,54.0,synthetic
6,2026-03-05T19:10:00+00:00,51,34.5,76.5,synthetic
7,2026-03-05T19:10:00+00:00,42,39.0,63.0,synthetic
8,2026-03-05T19:10:00+00:00,44,38.0,66.0,synthetic
9,2026-03-05T19:10:00+00:00,38,41.0,57.0,synthetic
10,2026-03-05T19:10:00+00:00,44,38.0,66.0,synthetic
11,2026-03-05T19:10:00+00:00,41,39.5,61.5,synthetic
12,2026-03-05T19:10:00+00:00,52,34.0,78.0,synthetic
13,2026-03-05T19:10:00+00:00,43,38.5,64.5,synthetic
14,2026-03-05T19:10:00+00:00,53,33.5,79.5,synthetic
15,2026-03-05T19:10:00+00:00,54,33.0,81.0,synthetic
16,2026-03-05T19:10:00+00:00,52,34.0,78.0,synthetic
17,2026-03-05T19:10:00+00:00,49,35.5,73.5,synthetic
18,2026-03-05T19:10:00+00:00,65,27.5,97.5,synthetic
19,2026-03-05T19:10:00+00:00,61,29.5,91.5,synthetic
0,2026-03-05T19:15:00+00:00,33,43.5,49.5,synthetic
1,2026-03-05T19:15:00+00:00,34,43.0,51.0,synthetic
2,2026-03-05T19:15:00+00:00,48,36.0,72.0,synthetic
3,2026-03-05T19:15:00+00:00,49,35.5,73.5,synthetic
4,2026-03-05T19:15:00+00:00,33,43.5,49.5,synthetic
5,2026-03-05T19:15:00+00:00,43,38.5,64.5,synthetic
6,2026-03-05T19:15:00+00:00,35,42.5,52.5,synthetic
7,2026-03-05T19:15:00+00:00,48,36.0,72.0,synthetic
8,2026-03-05T19:15:00+00:00,53,33.5,79.5,synthetic
9,2026-03-05T19:15:00+00:00,45,37.5,67.5,synthetic
10,2026-03-05T19:15:00+00:00,46,37.0,69.0,synthetic
11,2026-03-05T19:15:00+00:00,42,39.0,63.0,synthetic
12,2026-03-05T19:15:00+00:00,54,33.0,81.0,synthetic
13,2026-03-05T19:15:00+00:00,40,40.0,60.0,synthetic
14,2026-03-05T19:15:00+00:00,57,31.5,85.5,synthetic
15,2026-03-05T19:15:00+00:00,46,37.0,69.0,synthetic
16,2026-03-05T19:15:00+00:00,55,32.5,82.5,synthetic
17,2026-03-05T19:15:00+00:00,57,31.5,85.5,synthetic
18,2026-03-05T19:15:00+00:00,60,30.0,90.0,synthetic
19,2026-03-05T19:15:00+00:00,58,31.0,87.0,synthetic
0,2026-03-05T19:20:00+00:00,49,35.5,73.5,synthetic
1,2026-03-05T19:20:00+00:00,42,39.0,63.0,synthetic
2,2026-03-05T19:20:00+00:00,44,38.0,66.0,synthetic
3,2026-03-05T19:20:00+00:00,47,36.5,70.5,synthetic
4,2026-03-05T19:20:00+00:00,36,42.0,54.0,synthetic
5,2026-03-05T19:20:00+00:00,41,39.5,61.5,synthetic
6,2026-03-05T19:20:00+00:00,32,44.0,48.0,synthetic
7,2026-03-05T19:20:00+00:00,39,40.5,58.5,synthetic
8,2026-03-05T19:20:00+00:00,46,37.0,69.0,synthetic
9,2026-03-05T19:20:00+00:00,38,41.0,57.0,synthetic
10,2026-03-05T19:20:00+00:00,42,39.0,63.0,synthetic
11,2026-03-05T19:20:00+00:00,46,37.0,69.0,synthetic
12,2026-03-05T19:20:00+00:00,54,33.0,81.0,synthetic
13,2026-03-05T19:20:00+00:00,58,31.0,87.0,synthetic
14,2026-03-05T19:20:00+00:00,43,38.5,64.5,synthetic
15,2026-03-05T19:20:00+00:00,51,34.5,76.5,synthetic
16,2026-03-05T19:20:00+00:00,53,33.5,79.5,synthetic
17,2026-03-05T19:20:00+00:00,53,33.5,79.5,synthetic
18,2026-03-05T19:20:00+00:00,53,33.5,79.5,synthetic
19,2026-03-05T19:20:00+00:00,53,33.5,79.5,synthetic
0,2026-03-05T19:25:00+00:00,39,40.5,58.5,synthetic
1,2026-03-05T19:25:00+00:00,28,46.0,42.0,synthetic
2,2026-03-05T19:25:00+00:00,40,40.0,60.0,synthetic
3,2026-03-05T19:25:00+00:00,41,39.5,61.5,synthetic
4,2026-03-05T19:25:00+00:00,45,37.5,67.5,synthetic
5,2026-03-05T19:25:00+00:00,40,40.0,60.0,synthetic
6,2026-03-05T19:25:00+00:00,34,43.0,51.0,synthetic
7,2026-03-05T19:25:00+00:00,33,43.5,49.5,synthetic
8,2026-03-05T19:25:00+00:00,51,34.5,76.5,synthetic
9,2026-03-05T19:25:00+00:00,33,43.5,49.5,synthetic
10,2026-03-05T19:25:00+00:00,52,34.0,78.0,synthetic
11,2026-03-05T19:25:00+00:00,45,37.5,67.5,synthetic
12,2026-03-05T19:25:00+00:00,37,41.5,55.5,synthetic
13,2026-03-05T19:25:00+00:00,47,36.5,70.5,synthetic
14,2026-03-05T19:25:00+00:00,52,34.0,78.0,synthetic
15,2026-03-05T19:25:00+00:00,42,39.0,63.0,synthetic
16,2026-03-05T19:25:00+00:00,47,36.5,70.5,synthetic
17,2026-03-05T19:25:00+00:00,41,39.5,61.5,synthetic
18,2026-03-05T19:25:00+00:00,43,38.5,64.5,synthetic
19,2026-03-05T19:25:00+00:00,45,37.5,67.5,synthetic
0,2026-03-05T19:30:00+00:00,26,47.0,39.0,synthetic
1,2026-03-05T19:30:00+00:00,40,40.0,60.0,synthetic
2,2026-03-05T19:30:00+00:00,34,43.0,51.0,synthetic
3,2026-03-05T19:30:00+00:00,27,46.5,40.5,synthetic
4,2026-03-05T19:30:00+00:00,32,44.0,48.0,synthetic
